source_target_gene,n_cells
SART1,113
SART3,355
SASS6,63
SBDS,27
SBNO1,65
SCAF1,82
SCAP,98
SCD,74
SCFD1,54
SCNM1,27
SDAD1,68
SDC1,67
SDE2,19
SDHA,28
SDHAF2,79
SDHC,35
SDHD,22
SDR39U1,33
SEC13,6
SEC16A,102
SEC61A1,110
SEC61B,40
SEC61G,74
SEC62,24
SEC63,29
SEH1L,83
SEM1,100
SENP6,29
SEPHS2,56
SEPSECS,51
SERBP1,27
SERF2,19
SERPINB1,67
SET,25
SETD1A,81
SETD2,34
SETD5,52
SETDB1,62
SETX,92
SF1,40
SF3A1,31
SF3A2,103
SF3A3,26
SF3B1,77
SF3B2,35
SF3B3,326
SF3B4,43
SF3B5,103
SFPQ,78
SFSWAP,26
SGPP1,32
SH3KBP1,16
SHC1,65
SHOC2,61
SHQ1,171
SIGLEC14,52
SIN3A,90
SIRT7,242
SKA1,28
SKA3,57
SKP1,54
SKP2,20
SLBP,46
SLC1A5,631
SLC2A8,66
SLC4A5,49
SLC7A5,137
SLC7A6OS,51
SLC9B1,23
SLC16A5,54
SLC25A3,29
SLC25A10,54
SLC25A26,19
SLC25A42,73
SLC35A4,28
SLC35B1,23
SLC35G2,174
SLC35G6,26
SLC39A7,39
SLC39A9,45
SLC39A10,30
SLU7,342
SMAGP,50
SMARCB1,81
SMARCC1,27
SMARCE1,12
SMC1A,76
SMC2,25
SMC3,21
SMC4,36
SMC5,75
SMC6,41
SMG1,31
SMG5,165
SMG6,43
SMG7,34
SMG8,27
SMG9,30
SMN2,452
SMNDC1,39
SMU1,24
SMUG1,49
SNAPC1,28
SNAPC2,37
SNAPC3,86
SNAPC4,42
SNAPC5,58
SNF8,17
SNIP1,36
SNRNP25,35
SNRNP27,46
SNRNP35,38
SNRNP40,65
SNRNP48,59
SNRNP70,70
SNRNP200,116
SNRPA,21
SNRPA1,36
SNRPB,44
SNRPC,112
SNRPD1,43
SNRPD2,18
SNRPD3,48
SNRPE,48
SNRPF,39
SNRPG,30
SNTB2,19
SNUPN,40
SNW1,53
SNX15,125
SOD1,24
SOD2,46
SON,61
SP1,78
SP2,22
SPAG7,43
SPATA5,29
SPATA5L1,36
SPC24,5
SPC25,35
SPCS2,29
SPCS3,52
SPDL1,10
SPDYE2,40
SPEN,30
SPG7,62
SPOUT1,39
SPRTN,38
SPTLC1,30
SPTSSA,49
SRA1,134
SRBD1,137
SRCAP,61
SRF,46
SRFBP1,48
SRP9,87
SRP14,93
SRP19,40
SRP54,118
SRP68,131
SRP72,189
SRPRB,80
SRRM1,53
SRRM2,39
SRRT,19
SRSF1,34
SRSF2,39
SRSF3,19
SRSF6,119
SRSF7,75
SRSF10,18
SRSF11,118
SS18L2,34
SSBP1,14
SSBP3,182
SSRP1,9
SSU72,212
SSX4,18
STAG2,40
STARD7,26
STAT5A,30
STAT5B,92
STIL,115
STRAP,46
STRIP1,32
STT3B,54
STX5,55
STX18,29
STXBP4,58
SUDS3,36
SUGP1,29
SUGT1,44
SUMO2,51
SUPT4H1,8
SUPT5H,29
SUPT6H,29
SUPT16H,60
SUPT20H,81
SUPV3L1,29
SURF6,66
SYF2,34
SYMPK,92
SYNGR3,107
SYS1,59
TACC3,68
TADA1,63
TADA2A,38
TADA2B,39
TADA3,38
TAF1,21
TAF1A,29
TAF1B,41
TAF1C,40
TAF1D,114
TAF2,49
TAF3,68
TAF5,60
TAF6,47
TAF6L,48
TAF7,53
TAF8,68
TAF10,50
TAF11,61
TAF12,53
TAF13,134
TAMM41,38
TANGO6,99
TARDBP,262
TARS,48
TARS2,62
TAZ,50
TBC1D1,24
TBC1D3,39
TBC1D28,61
TBCA,72
TBCB,55
TBCC,43
TBCD,64
TBCE,87
TBL3,22
TBP,76
TBPL1,74
TBRG4,21
TBX1,167
TCERG1,36
TCOF1,117
TCP1,7
TDGF1,23
TEAD3,76
TEFM,26
TELO2,23
TEN1,40
TERF1,18
TERF2,79
TEX10,156
TFAM,1213
TFAP4,13
TFB1M,39
TFB2M,33
TFDP1,149
TFIP11,21
TFPT,41
TFRC,70
TGS1,55
THAP1,187
THAP11,86
THG1L,27
THOC1,38
THOC2,52
THOC3,31
THOC5,78
THOC6,59
THOC7,229
THRAP3,45
THUMPD1,31
TICRR,20
TIGD1,41
TIMELESS,20
TIMM8A,56
TIMM9,32
TIMM10,65
TIMM13,70
TIMM22,29
TIMM23B,269
TIMM44,45
TINF2,50
TIPIN,26
TKT,89
TLCD1,74
TLN1,29
TM7SF2,49
TMA16,33
TMED2,14
TMED10,44
TMEM127,39
TMEM161B,42
TMEM199,34
TMEM214,249
TMEM240,32
TMEM242,215
TMEM258,22
TMSB10,54
TMX2,70
TNFSF10,12
TNNT2,62
TNPO3,56
TNRC6A,89
TOE1,37
TOMM20,32
TOMM22,75
TOMM40,41
TONSL,91
TOP1,45
TOP2A,2
TOP3A,38
TOPBP1,37
TOR2A,21
TOX4,28
TP53I13,48
TP53RK,35
TPI1,35
TPP2,27
TPR,93
TPRKB,45
TPT1,239
TPX2,124
TRA2B,44
TRAIP,87
TRAPPC1,33
TRAPPC3,72
TRAPPC4,39
TRAPPC5,101
TRAPPC8,47
TRAPPC11,237
TREML2,19
TREX2,51
TRIAP1,36
TRIM49C,30
TRMT5,37
TRMT6,40
TRMT10C,21
TRMT112,63
TRNP1,25
TRNT1,228
TRPM7,16
TRRAP,19
TSEN2,58
TSEN34,68
TSEN54,45
TSFM,40
TSG101,14
TSPYL5,58
TSR1,182
TSR2,78
TSSK3,42
TTC1,76
TTC4,37
TTC27,35
TTF2,25
TTI1,37
TTI2,10
TTK,72
TUBA1B,81
TUBA1C,12
TUBA3D,13
TUBB,97
TUBB2A,91
TUBD1,55
TUBE1,52
TUBG1,129
TUBGCP2,64
TUBGCP3,26
TUBGCP4,43
TUBGCP5,82
TUBGCP6,25
TUFM,43
TULP1,40
TUT1,114
TVP23C,33
TWF1,248
TWISTNB,22
TWNK,22
TWSG1,34
TXN,27
TXNL4A,17
TXNL4B,75
TYK2,16
U2AF1,19
U2AF2,33
U2SURP,59
UBA1,48
UBA2,119
UBA3,16
UBA5,29
UBA52,106
UBAP1,38
UBC,11
UBE2D3,34
UBE2H,44
UBE2I,74
UBE2L3,53
UBE2M,74
UBE2N,46
UBE2Z,33
UBE3C,31
UBE3D,62
UBL5,85
UBQLN4,76
UBR4,4
UBR5,43
UBTF,102
UCHL5,36
UFL1,58
UFM1,34
UHRF1,60
UMPS,37
UNC45A,67
UNC50,18
UNCX,43
UPF1,44
UPF2,37
UPF3A,30
UQCC2,30
UQCRB,24
UQCRC1,53
UQCRC2,14
UQCRFS1,19
UQCRH,19
UQCRQ,19
URB1,76
URB2,94
URI1,133
URM1,41
UROD,52
USF2,54
USP5,98
USP7,26
USP8,40
USP9X,38
USP10,47
USP14,93
USP19,37
USP36,21
USP37,50
USP39,77
USPL1,15
UTP3,29
UTP6,79
UTP11,35
UTP15,64
UTP18,95
UTP20,86
UTP23,88
UTP25,26
UXS1,47
UXT,42
VARS,88
VARS2,31
VBP1,24
VCP,8
VEZT,33
VHL,27
VMP1,25
VPS13D,37
VPS18,24
VPS25,25
VPS28,19
VPS29,36
VPS33A,18
VPS35,102
VPS37A,31
VPS37C,32
VPS41,71
VPS51,23
VPS54,101
VPS72,15
WAC,38
WARS,34
WBP1,36
WBP1L,32
WBP11,62
WDFY3,34
WDHD1,57
WDR1,109
WDR3,77
WDR4,108
WDR5,48
WDR7,23
WDR12,110
WDR18,170
WDR24,36
WDR25,21
WDR26,84
WDR33,63
WDR36,45
WDR43,82
WDR44,49
WDR46,92
WDR54,77
WDR55,16
WDR61,21
WDR70,154
WDR74,79
WDR75,50
WDR77,50
WDR82,18
WDR83OS,47
WDR92,15
WDTC1,55
WEE1,37
WNK1,40
WTAP,181
XAB2,18
XPO1,51
XPO5,58
XRCC1,39
XRCC2,36
XRCC3,28
XRCC5,41
XRCC6,43
XRN1,22
XRN2,34
YAE1,10
YARS,63
YARS2,37
YBX1,35
YBX3,28
YEATS2,41
YEATS4,27
YJEFN3,98
YKT6,21
YPEL1,20
YPEL5,40
YRDC,96
YTHDC1,56
YY1,51
ZBTB4,24
ZBTB11,19
ZBTB14,43
ZBTB17,130
ZBTB44,29
ZC3H3,70
ZC3H4,60
ZC3H8,10
ZC3H13,73
ZC3H18,11
ZCCHC9,74
ZCRB1,40
ZDHHC7,466
ZFC3H1,41
ZFP69B,81
ZFR,40
ZMAT2,164
ZMAT5,30
ZMYM4,23
ZNF24,18
ZNF84,88
ZNF100,50
ZNF131,11
ZNF133,84
ZNF143,44
ZNF207,86
ZNF236,202
ZNF253,74
ZNF284,37
ZNF292,78
ZNF317,29
ZNF335,62
ZNF407,32
ZNF468,35
ZNF492,29
ZNF506,31
ZNF559,36
ZNF574,64
ZNF658,39
ZNF674,55
ZNF676,9
ZNF687,46
ZNF706,84
ZNF718,155
ZNF720,54
ZNF763,52
ZNF787,58
ZNF830,18
ZNHIT1,36
ZNHIT2,71
ZNHIT3,137
ZNHIT6,51
ZNRD1,68
ZRANB2,18
ZRSR2,36
ZW10,28
ZWINT,18
control,4976
