source_target_gene,n_cells
SART3,201
SASS6,88
SBDS,87
SBNO1,99
SCAF1,85
SCAP,118
SCD,97
SCFD1,34
SCNM1,61
SDAD1,135
SDC1,156
SDE2,25
SDHA,58
SDHAF2,187
SDHC,69
SDHD,41
SDR39U1,47
SEC13,2
SEC16A,164
SEC61A1,163
SEC61B,53
SEC61G,110
SEC62,57
SEC63,107
SEH1L,93
SEM1,115
SENP6,52
SEPHS2,122
SEPSECS,133
SERBP1,95
SERF2,50
SERPINB1,91
SET,60
SETD1A,66
SETD2,81
SETD5,178
SETDB1,131
SETX,147
SF1,9
SF3A1,88
SF3A2,169
SF3A3,38
SF3B1,49
SF3B2,35
SF3B3,126
SF3B4,46
SF3B5,23
SFPQ,48
SFSWAP,61
SGPP1,66
SH3KBP1,58
SHC1,106
SHOC2,99
SHQ1,403
SIGLEC14,159
SIN3A,98
SIRT7,271
SKA1,101
SKA3,93
SKP1,16
SKP2,73
SLBP,99
SLC1A5,1740
SLC2A8,26
SLC4A5,94
SLC7A5,308
SLC7A6OS,56
SLC9B1,112
SLC16A5,62
SLC25A3,63
SLC25A10,130
SLC25A26,50
SLC25A42,47
SLC35A4,37
SLC35B1,67
SLC35G2,350
SLC35G6,70
SLC39A7,119
SLC39A9,25
SLC39A10,134
SLU7,52
SMAGP,115
SMARCB1,204
SMARCC1,28
SMARCE1,73
SMC1A,59
SMC2,74
SMC3,14
SMC4,91
SMC5,68
SMC6,44
SMG1,29
SMG5,215
SMG6,96
SMG7,49
SMG8,98
SMG9,85
SMN2,309
SMNDC1,32
SMU1,29
SMUG1,52
SNAPC1,74
SNAPC2,40
SNAPC3,196
SNAPC4,59
SNAPC5,135
SNF8,66
SNIP1,35
SNRNP25,20
SNRNP27,65
SNRNP35,31
SNRNP40,147
SNRNP48,71
SNRNP70,41
SNRNP200,51
SNRPA,74
SNRPA1,30
SNRPB,42
SNRPC,35
SNRPD1,37
SNRPD2,45
SNRPD3,35
SNRPE,45
SNRPF,50
SNRPG,35
SNTB2,69
SNUPN,92
SNW1,149
SNX15,191
SOD1,54
SOD2,118
SON,115
SP1,196
SP2,27
SPAG7,32
SPATA5,63
SPATA5L1,113
SPC24,15
SPC25,91
SPCS2,57
SPCS3,126
SPDL1,21
SPDYE2,87
SPEN,71
SPG7,163
SPOUT1,89
SPRTN,60
SPTLC1,60
SPTSSA,112
SRA1,322
SRBD1,49
SRCAP,119
SRF,87
SRFBP1,96
SRP9,167
SRP14,133
SRP19,78
SRP54,171
SRP68,217
SRP72,439
SRPRB,166
SRRM1,89
SRRM2,67
SRRT,94
SRSF1,55
SRSF2,38
SRSF3,49
SRSF6,221
SRSF7,20
SRSF10,68
SRSF11,264
SS18L2,109
SSBP1,41
SSBP3,352
SSRP1,21
SSU72,274
SSX4,95
STAG2,101
STARD7,84
STAT5A,113
STAT5B,196
STIL,159
STRAP,94
STRIP1,121
STT3B,113
STX5,24
STX18,85
STXBP4,185
SUDS3,67
SUGP1,69
SUGT1,75
SUMO2,80
SUPT4H1,20
SUPT5H,56
SUPT6H,40
SUPT16H,68
SUPT20H,148
SUPV3L1,76
SURF6,138
SYF2,61
SYMPK,68
SYNGR3,35
SYS1,130
TACC3,148
TADA1,144
TADA2A,123
TADA2B,86
TADA3,99
TAF1,19
TAF1A,38
TAF1B,22
TAF1C,87
TAF1D,179
TAF2,112
TAF3,104
TAF5,80
TAF6,95
TAF6L,89
TAF7,103
TAF8,174
TAF10,120
TAF11,76
TAF12,91
TAF13,200
TAMM41,114
TANGO6,38
TARDBP,827
TARS,70
TARS2,133
TAZ,92
TBC1D1,42
TBC1D3,120
TBC1D28,156
TBCA,133
TBCB,48
TBCC,14
TBCD,41
TBCE,188
TBL3,50
TBP,87
TBPL1,103
TBRG4,22
TBX1,353
TCERG1,67
TCOF1,35
TCP1,12
TDGF1,54
TEAD3,153
TEFM,78
TELO2,98
TEN1,106
TERF1,71
TERF2,99
TEX10,183
TFAM,2555
TFAP4,26
TFB1M,87
TFB2M,60
TFDP1,339
TFIP11,14
TFPT,26
TFRC,19
TGS1,157
THAP1,637
THAP11,178
THG1L,64
THOC1,13
THOC2,27
THOC3,58
THOC5,36
THOC6,99
THOC7,104
THRAP3,74
THUMPD1,74
TICRR,31
TIGD1,109
TIMELESS,87
TIMM8A,139
TIMM9,109
TIMM10,156
TIMM13,51
TIMM22,72
TIMM23B,256
TIMM44,98
TINF2,100
TIPIN,159
TKT,184
TLCD1,123
TLN1,58
TM7SF2,115
TMA16,81
TMED2,19
TMED10,159
TMEM127,111
TMEM161B,104
TMEM199,62
TMEM214,455
TMEM240,89
TMEM242,482
TMEM258,104
TMSB10,31
TMX2,217
TNFSF10,20
TNNT2,206
TNPO3,93
TNRC6A,168
TOE1,116
TOMM20,72
TOMM22,96
TOMM40,111
TONSL,11
TOP1,110
TOP2A,14
TOP3A,83
TOPBP1,94
TOR2A,77
TOX4,115
TP53I13,112
TP53RK,125
TPI1,97
TPP2,61
TPR,31
TPRKB,32
TPT1,250
TPX2,11
TRA2B,108
TRAIP,27
TRAPPC1,106
TRAPPC3,128
TRAPPC4,111
TRAPPC5,196
TRAPPC8,79
TRAPPC11,422
TREML2,67
TREX2,114
TRIAP1,51
TRIM49C,72
TRMT5,83
TRMT6,115
TRMT10C,81
TRMT112,233
TRNP1,75
TRNT1,663
TRPM7,3
TRRAP,49
TSEN2,118
TSEN34,158
TSEN54,83
TSFM,99
TSG101,33
TSPYL5,91
TSR1,416
TSR2,287
TSSK3,129
TTC1,173
TTC4,107
TTC27,24
TTF2,28
TTI1,120
TTI2,35
TTK,34
TUBA1B,23
TUBA1C,52
TUBA3D,70
TUBB,88
TUBB2A,194
TUBD1,129
TUBE1,102
TUBG1,31
TUBGCP2,58
TUBGCP3,20
TUBGCP4,41
TUBGCP5,145
TUBGCP6,12
TUFM,125
TULP1,82
TUT1,149
TVP23C,79
TWF1,612
TWISTNB,72
TWNK,91
TWSG1,65
TXN,55
TXNL4A,29
TXNL4B,134
TYK2,39
U2AF1,32
U2AF2,58
U2SURP,28
UBA1,126
UBA2,101
UBA3,33
UBA5,89
UBA52,283
UBAP1,35
UBC,26
UBE2D3,106
UBE2H,105
UBE2I,92
UBE2L3,101
UBE2M,191
UBE2N,74
UBE2Z,85
UBE3C,70
UBE3D,119
UBL5,36
UBQLN4,69
UBR4,34
UBR5,94
UBTF,229
UCHL5,106
UFL1,132
UFM1,59
UHRF1,78
UMPS,50
UNC45A,124
UNC50,43
UNCX,87
UPF1,18
UPF2,57
UPF3A,54
UQCC2,24
UQCRB,89
UQCRC1,138
UQCRC2,73
UQCRFS1,69
UQCRH,36
UQCRQ,112
URB1,134
URB2,211
URI1,165
URM1,97
UROD,174
USF2,141
USP5,102
USP7,170
USP8,27
USP9X,100
USP10,86
USP14,175
USP19,63
USP36,44
USP37,40
USP39,99
USPL1,36
UTP3,50
UTP6,74
UTP11,36
UTP15,175
UTP18,91
UTP20,99
UTP23,177
UTP25,42
UXS1,160
UXT,57
VARS,122
VARS2,91
VBP1,71
VCP,27
VEZT,80
VHL,62
VMP1,33
VPS13D,110
VPS18,98
VPS25,96
VPS28,52
VPS29,85
VPS33A,75
VPS35,133
VPS37A,97
VPS37C,74
VPS41,167
VPS51,55
VPS54,269
VPS72,79
WAC,56
WARS,58
WBP1,67
WBP1L,89
WBP11,125
WDFY3,63
WDHD1,62
WDR1,48
WDR3,140
WDR4,137
WDR5,161
WDR7,47
WDR12,103
WDR18,226
WDR24,52
WDR25,56
WDR26,76
WDR33,51
WDR36,82
WDR43,143
WDR44,99
WDR46,109
WDR54,192
WDR55,53
WDR61,58
WDR70,86
WDR74,138
WDR75,149
WDR77,92
WDR82,35
WDR83OS,105
WDR92,35
WDTC1,59
WEE1,40
WNK1,87
WTAP,248
XAB2,27
XPO1,22
XPO5,134
XRCC1,117
XRCC2,94
XRCC3,64
XRCC5,77
XRCC6,91
XRN1,48
XRN2,45
YAE1,42
YARS,85
YARS2,133
YBX1,69
YBX3,53
YEATS2,105
YEATS4,111
YJEFN3,145
YKT6,72
YPEL1,74
YPEL5,73
YRDC,226
YTHDC1,16
YY1,65
ZBTB4,63
ZBTB11,29
ZBTB14,41
ZBTB17,407
ZBTB44,31
ZC3H3,91
ZC3H4,88
ZC3H8,40
ZC3H13,104
ZC3H18,55
ZCCHC9,99
ZCRB1,110
ZDHHC7,623
ZFC3H1,91
ZFP69B,200
ZFR,116
ZMAT2,79
ZMAT5,37
ZMYM4,55
ZNF24,57
ZNF84,30
ZNF100,174
ZNF131,51
ZNF133,206
ZNF143,83
ZNF207,83
ZNF236,477
ZNF253,130
ZNF284,102
ZNF292,158
ZNF317,62
ZNF335,47
ZNF407,73
ZNF468,61
ZNF492,85
ZNF506,109
ZNF559,69
ZNF574,205
ZNF658,84
ZNF674,156
ZNF676,23
ZNF687,99
ZNF706,205
ZNF718,381
ZNF720,121
ZNF763,121
ZNF787,79
ZNF830,5
ZNHIT1,94
ZNHIT2,37
ZNHIT3,372
ZNHIT6,89
ZNRD1,125
ZRANB2,59
ZRSR2,128
ZW10,79
ZWINT,28
control,12013
