source_target_gene,n_cells
DZIP1,153
DZIP1L,31
DZIP3,223
E2F1,185
E2F2,220
E2F3,210
E2F4,47
E2F5,187
E2F6,234
E2F7,101
E2F8,81
E4F1,419
EAF1,145
EAF2,120
EAPP,295
EARS2,438
EBAG9,245
EBF1,227
EBF2,60
EBF3,418
EBF4,101
EBI3,345
EBLN1,283
EBLN2,124
EBNA1BP2,74
EBP,726
EBPL,283
ECD,31
ECE1,112
ECE2,145
ECEL1,221
ECH1,216
ECHDC1,395
ECHDC2,284
ECHDC3,72
ECHS1,160
ECI1,184
ECI2,617
ECM1,465
ECM2,173
ECPAS,198
ECRG4,453
ECSCR,575
ECSIT,93
ECT2,45
ECT2L,191
EDA,180
EDA2R,111
EDAR,121
EDARADD,436
EDC3,66
EDC4,371
EDDM3A,336
EDDM3B,82
EDEM1,44
EDEM2,268
EDEM3,249
EDF1,297
EDIL3,287
EDN1,211
EDN2,65
EDN3,212
EDNRA,123
EDNRB,249
EDRF1,104
EEA1,236
EED,176
EEF1A1,7
EEF1A2,376
EEF1AKMT1,391
EEF1AKMT2,235
EEF1AKMT3,348
EEF1B2,255
EEF1D,196
EEF1E1,68
EEF1G,172
EEF2,492
EEF2K,142
EEF2KMT,336
EEFSEC,171
EEIG1,140
EEIG2,86
EEPD1,124
EFCAB11,316
EFCAB12,113
EFCAB13,164
EFCAB14,167
EFCAB2,335
EFCAB3,211
EFCAB5,234
EFCAB6,156
EFCAB7,309
EFCAB8,454
EFCAB9,121
EFCC1,63
EFEMP1,160
EFEMP2,191
EFHB,504
EFHC1,67
EFHC2,181
EFHD1,135
EFHD2,274
EFL1,680
EFNA1,128
EFNA2,83
EFNA3,484
EFNA4,63
EFNA5,9
EFNB1,187
EFNB2,110
EFNB3,96
EFR3A,287
EFR3B,209
EFS,344
EFTUD2,7
EGF,305
EGFL6,135
EGFL7,537
EGFL8,143
EGFLAM,142
EGFR,80
EGLN1,226
EGLN2,40
EGLN3,28
EGR1,343
EGR2,194
EGR3,146
EGR4,412
EHBP1,45
EHBP1L1,68
EHD1,349
EHD2,106
EHD3,236
EHD4,259
EHF,94
EHHADH,97
EHMT1,41
EHMT2,335
EI24,214
EID1,39
EID2,208
EID2B,242
EID3,119
EIF1,171
EIF1AD,328
EIF1AX,91
EIF1AY,189
EIF1B,118
EIF2A,273
EIF2AK1,233
EIF2AK2,276
EIF2AK3,206
EIF2AK4,234
EIF2B1,276
EIF2B2,135
EIF2B3,564
EIF2B4,151
EIF2B5,294
EIF2D,233
EIF2S1,76
EIF2S2,162
EIF2S3,105
EIF3A,82
EIF3B,28
EIF3D,321
EIF3E,12
EIF3F,103
EIF3G,3
EIF3H,564
EIF3I,6
EIF3J,8
EIF3K,348
EIF3L,63
EIF3M,168
EIF4A1,60
EIF4A2,440
EIF4A3,12
EIF4B,75
EIF4E,34
EIF4E1B,235
EIF4E2,337
EIF4E3,383
EIF4EBP1,322
EIF4EBP2,165
EIF4EBP3,251
EIF4ENIF1,95
EIF4G1,60
EIF4G2,423
EIF4G3,211
EIF4H,220
EIF5,567
EIF5A,10
EIF5A2,373
EIF5AL1,88
EIF5B,239
EIF6,96
EIPR1,352
ELAC1,275
ELAC2,60
ELANE,667
ELAPOR1,258
ELAPOR2,440
ELAVL1,115
ELAVL2,319
ELAVL3,135
ELAVL4,239
ELF1,74
ELF2,80
ELF3,542
ELF4,27
ELF5,268
ELFN1,431
ELFN2,143
ELK1,85
ELK3,157
ELK4,359
ELL,46
ELL2,271
ELL3,313
ELMO1,71
ELMO2,157
ELMO3,135
ELMOD1,275
ELMOD2,179
ELN,500
ELOA,213
ELOA2,211
ELOB,145
ELOC,213
ELOF1,639
ELOVL1,339
ELOVL2,170
ELOVL3,131
ELOVL4,134
ELOVL5,71
ELOVL6,484
ELOVL7,71
ELP1,155
ELP2,144
ELP3,173
ELP4,201
ELP5,530
ELP6,213
ELSPBP1,225
EMB,675
EMC1,59
EMC10,239
EMC2,74
EMC3,664
EMC4,51
EMC6,202
EMC7,169
EMC8,62
EMC9,222
EMCN,63
EMD,175
EME1,242
EME2,339
EMG1,178
EMID1,99
EMILIN1,387
EMILIN2,307
EMILIN3,23
EML1,78
EML2,723
EML3,50
EML4,305
EML5,140
EML6,267
EMP1,192
EMP2,783
EMP3,354
EMSY,40
EMX1,169
EMX2,443
EN1,148
EN2,174
ENAH,10
ENAM,168
ENC1,334
ENDOD1,127
ENDOG,129
ENDOU,477
ENDOV,192
ENG,430
ENGASE,91
ENHO,324
ENKD1,228
ENKUR,116
ENO1,123
ENO2,301
ENO3,292
ENO4,160
ENOPH1,188
ENOSF1,57
ENOX1,210
ENOX2,30
ENPEP,122
ENPP1,302
ENPP2,316
ENPP3,71
ENPP4,25
ENPP5,164
ENPP6,533
ENPP7,314
ENSA,508
ENTHD1,396
ENTPD1,150
ENTPD2,187
ENTPD3,382
ENTPD4,348
ENTPD5,267
ENTPD6,92
ENTPD7,119
ENTPD8,360
ENTR1,170
ENTREP1,169
ENTREP2,189
ENTREP3,240
ENY2,235
EOGT,358
EOLA1,295
EOLA2,246
EOMES,84
EP300,125
EP400,82
EPAS1,63
EPB41,520
EPB41L1,300
EPB41L2,296
EPB41L3,17
EPB41L4A,283
EPB41L4B,459
EPB41L5,267
EPB42,35
EPC1,257
EPC2,88
EPCAM,92
EPDR1,152
EPG5,73
EPGN,74
EPHA1,109
EPHA10,476
EPHA2,66
EPHA3,375
EPHA4,491
EPHA5,120
EPHA6,37
EPHA7,273
EPHA8,292
EPHB1,342
EPHB2,188
EPHB3,150
EPHB4,235
EPHB6,27
EPHX1,87
EPHX2,209
EPHX3,124
EPHX4,89
EPM2A,282
EPM2AIP1,382
EPN1,186
EPN2,203
EPN3,637
EPO,408
EPOP,128
EPOR,625
EPPIN,499
EPPK1,355
EPRS1,308
EPS15,173
EPS15L1,39
EPS8,160
EPS8L1,350
EPS8L2,227
EPS8L3,230
EPSTI1,162
EPX,274
EPYC,180
EQTN,361
ERAL1,346
ERAP1,159
ERAP2,217
ERAS,317
ERBB2,431
ERBB3,614
ERBB4,250
ERBIN,527
ERC1,69
ERC2,231
ERCC1,82
ERCC2,263
ERCC3,181
ERCC4,363
ERCC5,139
ERCC6,359
ERCC6L,374
ERCC6L2,295
ERCC8,380
EREG,165
ERF,148
ERFE,73
ERG,247
ERG28,45
ERGIC1,260
ERGIC2,248
ERGIC3,258
ERH,563
ERI1,124
ERI2,250
ERI3,372
ERICH1,72
ERICH2,121
ERICH3,273
ERICH4,258
ERICH5,80
ERICH6,442
ERICH6B,84
ERLEC1,78
ERLIN1,443
ERLIN2,319
ERMAP,317
ERMARD,272
ERMN,237
ERMP1,336
ERN1,88
ERN2,100
ERO1A,374
ERO1B,443
ERP27,303
ERP29,101
ERP44,492
ERRFI1,265
ERV3-1,221
ERVFRD-1,125
ERVMER34-1,33
ERVV-1,165
ERVV-2,189
ERVW-1,492
ESAM,248
ESCO1,76
ESCO2,185
ESD,201
ESF1,364
ESM1,439
ESPL1,16
ESPN,318
ESPNL,486
ESR1,274
ESR2,172
ESRP1,422
ESRP2,93
ESRRA,177
ESRRB,323
ESRRG,1364
ESS2,84
ESX1,84
ESYT1,53
ESYT2,333
ESYT3,163
ETAA1,222
ETFA,184
ETFB,417
ETFBKMT,181
ETFDH,115
ETFRF1,75
ETHE1,575
ETNK1,250
ETNK2,88
ETNPPL,468
ETS1,149
ETS2,298
ETV1,343
ETV2,208
ETV3,87
ETV3L,413
ETV4,190
ETV5,123
ETV6,65
ETV7,376
EVA1A,185
EVA1B,8
EVA1C,214
EVC,366
EVC2,246
EVI2A,350
EVI2B,89
EVI5,115
EVI5L,46
EVL,335
EVPL,31
EVPLL,63
EVX1,178
EVX2,216
EWSR1,96
EXD1,316
EXD2,252
EXD3,91
EXO1,242
EXO5,121
EXOC1,102
EXOC2,61
EXOC3,33
EXOC3-AS1,167
EXOC3L1,301
EXOC3L2,719
EXOC3L4,109
EXOC4,127
EXOC5,119
EXOC6,417
EXOC6B,54
EXOC7,85
EXOC8,170
EXOG,208
EXOSC1,290
EXOSC10,517
EXOSC2,143
EXOSC3,157
EXOSC4,17
EXOSC5,115
EXOSC6,174
EXOSC7,213
EXOSC8,197
EXOSC9,306
EXPH5,37
EXT1,77
EXT2,407
EXTL1,230
EXTL2,109
EXTL3,347
EYA1,592
EYA2,139
EYA3,184
EYA4,319
EYS,234
EZH1,61
EZH2,55
EZR,231
F10,123
F11,553
F11R,308
F12,337
F13A1,246
F13B,53
F2,70
F2R,51
F2RL1,378
F2RL2,154
F2RL3,193
F3,331
F5,359
F7,32
F8,472
F8A1,515
F9,237
FA2H,154
FAAH,191
FAAH2,351
FAAP100,78
FAAP20,214
FAAP24,208
FABP1,218
FABP12,137
FABP2,310
FABP3,68
FABP4,170
FABP5,370
FABP6,320
FABP7,269
FABP9,282
FADD,142
FADS1,128
FADS2,341
FADS3,322
FADS6,59
FAF1,24
FAF2,75
FAH,257
FAHD1,84
FAHD2A,238
FAHD2B,453
FAIM,242
FAIM2,308
FAM107A,309
FAM107B,402
FAM110A,364
FAM110B,435
FAM110C,171
FAM110D,391
FAM111A,399
FAM111B,292
FAM114A1,123
FAM114A2,264
FAM117A,457
FAM117B,60
FAM118A,261
FAM120A,330
FAM120AOS,204
FAM120B,119
FAM120C,266
FAM124A,52
FAM124B,114
FAM131A,434
FAM131B,361
FAM131C,181
FAM133A,166
FAM133B,353
FAM135A,117
FAM135B,101
FAM136A,41
FAM13A,173
FAM13B,160
FAM13C,184
FAM149A,147
FAM149B1,267
FAM151A,325
FAM151B,265
FAM153A,603
FAM156A,172
FAM156B,926
FAM161A,31
FAM161B,75
FAM162A,44
FAM162B,17
FAM163A,168
FAM163B,115
FAM167A,469
FAM167B,32
FAM168A,114
FAM168B,426
FAM169A,117
FAM170A,490
FAM170B,376
FAM171A1,268
FAM171A2,41
FAM171B,62
FAM174A,235
FAM174B,284
FAM174C,18
FAM177A1,222
FAM177B,430
FAM178B,244
FAM180A,172
FAM180B,159
FAM181A,429
FAM181B,292
FAM184A,517
FAM184B,77
FAM185A,33
FAM186A,390
FAM186B,168
FAM187A,312
FAM187B,197
FAM193A,288
FAM193B,223
FAM199X,220
FAM200A,291
FAM200B,64
FAM200C,538
FAM204A,1112
FAM209A,433
FAM209B,116
FAM20A,231
FAM20B,94
FAM20C,139
FAM210A,417
FAM210B,53
FAM216A,195
FAM216B,309
FAM217A,377
FAM217B,949
FAM218A,160
FAM219A,181
FAM219B,369
FAM220A,312
FAM221A,227
FAM221B,369
FAM222A,452
FAM222B,160
FAM227A,100
FAM227B,74
FAM228A,445
FAM228B,91
FAM229A,104
FAM229B,222
FAM234A,502
FAM234B,241
FAM241A,492
FAM241B,279
FAM24A,282
FAM24B,96
FAM25A,400
FAM25EP,517
FAM32A,82
FAM3A,152
FAM3B,243
FAM3C,138
FAM3D,917
FAM43A,216
FAM43B,198
FAM47A,153
FAM47B,408
FAM47C,167
FAM47E,199
FAM50A,266
FAM50B,300
FAM53A,236
FAM53B,67
FAM53C,315
FAM72B,184
FAM72C,496
FAM76A,131
FAM76B,434
FAM78A,315
FAM78B,457
FAM81A,266
FAM81B,578
FAM83A,577
FAM83B,50
FAM83C,245
FAM83D,124
FAM83E,101
FAM83F,100
FAM83G,318
FAM83H,465
FAM85B,156
FAM89A,204
FAM89B,91
FAM8A1,219
FAM90A1,241
FAM91A1,79
FAM98A,179
FAM98B,89
FAM98C,276
FAM9A,286
FAM9B,248
FAM9C,170
FAN1,153
FANCA,496
FANCB,158
FANCC,282
FANCD2,208
FANCD2OS,185
FANCE,148
FANCF,593
FANCG,11
FANCI,443
FANCL,252
FANCM,351
FANK1,80
FAP,215
FAR1,298
FAR2,325
FARP1,495
FARP2,259
FARS2,403
FARSA,346
FARSB,305
FAS,71
FASLG,229
FASN,264
FASTK,146
FASTKD1,162
FASTKD2,129
FASTKD3,270
FAT1,615
FAT2,456
FAT3,508
FAT4,216
FATE1,196
FAU,82
FAXC,262
FAXDC2,492
FBF1,44
FBH1,312
FBL,55
FBLIM1,513
FBLN1,102
FBLN2,52
FBLN5,208
FBLN7,57
FBN1,50
FBN2,206
FBN3,200
FBP1,74
FBP2,345
FBRS,35
FBRSL1,34
FBXL12,105
FBXL13,126
FBXL14,321
FBXL15,92
FBXL16,320
FBXL17,163
FBXL18,49
FBXL19,107
FBXL2,117
FBXL20,271
FBXL22,53
FBXL3,316
FBXL4,154
FBXL5,291
FBXL6,330
FBXL7,86
FBXL8,322
FBXO10,407
FBXO11,224
FBXO15,202
FBXO16,146
FBXO17,292
FBXO2,81
FBXO21,22
FBXO22,153
FBXO24,247
FBXO25,308
FBXO27,480
FBXO28,188
FBXO3,412
FBXO30,237
FBXO31,720
FBXO32,150
FBXO33,176
FBXO34,1
FBXO36,262
FBXO38,11
FBXO39,215
FBXO4,36
FBXO40,17
FBXO41,109
FBXO42,296
FBXO43,125
FBXO44,336
FBXO45,405
FBXO46,421
FBXO47,174
FBXO48,249
FBXO5,64
FBXO6,50
FBXO7,323
FBXO8,832
FBXO9,472
FBXW10,88
FBXW10B,115
FBXW11,254
FBXW12,234
FBXW2,293
FBXW4,83
FBXW5,362
FBXW7,596
FBXW8,219
FBXW9,382
FCAMR,360
FCAR,110
FCER1A,345
FCER1G,315
FCER2,638
FCF1,45
FCGBP,604
FCGR1A,122
FCGR1BP,302
FCGR2A,285
FCGR2C,147
FCGR3A,163
FCGR3B,307
FCGRT,331
FCHO1,242
FCHO2,44
FCHSD1,163
FCHSD2,36
FCMR,107
FCN1,392
FCN2,286
FCN3,565
FCRL1,150
FCRL2,213
FCRL3,502
FCRL4,318
FCRL5,271
FCRL6,429
FCRLA,330
FCRLB,404
FCSK,106
FDCSP,224
FDFT1,607
FDPS,112
FDX1,233
FDX2,132
FDXACB1,146
FDXR,81
FECH,31
FEM1A,173
FEM1B,195
FEM1C,357
FEN1,138
FER,416
FER1L6,342
FERD3L,204
FERMT1,584
FERMT2,171
FERMT3,275
FES,159
FETUB,227
FEV,153
FEZ1,388
FEZ2,131
FEZF1,58
FEZF2,119
FFAR1,164
FFAR2,185
FFAR3,305
FFAR4,460
FGA,431
FGB,69
FGD1,65
FGD2,146
FGD3,1272
FGD4,262
FGD5,505
FGD6,196
FGF1,189
FGF10,54
FGF11,419
FGF12,175
FGF13,130
FGF14,224
FGF16,133
FGF17,88
FGF18,129
FGF19,501
FGF2,463
FGF20,274
FGF21,93
FGF22,50
FGF23,71
FGF3,399
FGF4,105
FGF5,81
FGF6,192
FGF7,487
FGF8,94
FGF9,44
FGFBP1,110
FGFBP2,138
FGFBP3,210
FGFR1,123
FGFR1OP2,338
FGFR2,125
FGFR3,67
FGFR4,294
FGFRL1,152
FGG,318
FGGY,540
FGL1,390
FGL2,301
FGR,70
FH,80
FHAD1,223
FHDC1,97
FHIP1A,76
FHIP1B,299
FHIP2A,166
FHIP2B,158
FHIT,186
FHL1,323
FHL2,521
FHL3,108
FHL5,92
FHOD1,76
FHOD3,150
FIBCD1,416
FIBIN,122
FIBP,115
FICD,232
FIG4,57
FIGLA,319
FIGN,197
FIGNL1,453
FIGNL2,53
FILIP1,140
FILIP1L,129
FIP1L1,336
FIS1,676
FITM1,159
FITM2,209
FIZ1,230
FJX1,147
FKBP10,253
FKBP11,163
FKBP14,102
FKBP15,203
FKBP1A,170
FKBP1B,237
FKBP2,512
FKBP3,180
FKBP4,169
FKBP5,149
FKBP6,359
FKBP7,438
FKBP8,201
FKBP9,220
FKBPL,378
FKRP,162
FKTN,260
FLACC1,166
FLAD1,309
FLCN,81
FLG,469
FLG2,382
FLI1,168
FLII,46
FLNA,102
FLNB,75
FLNC,351
FLOT1,335
FLOT2,38
FLRT1,222
FLRT2,143
FLRT3,334
FLT1,325
FLT3,337
FLT3LG,174
FLT4,373
FLVCR1,403
FLVCR2,49
FLYWCH1,235
FLYWCH2,122
FMC1,292
FMN1,53
FMN2,268
FMNL1,155
FMNL2,163
FMNL3,159
FMO1,209
FMO2,46
FMO3,279
FMO4,152
FMO5,320
FMOD,158
FMR1,468
FMR1NB,4
FN1,59
FN3K,598
FN3KRP,132
FNBP1,376
FNBP1L,88
FNBP4,169
FNDC1,337
FNDC10,318
FNDC11,24
FNDC3A,233
FNDC3B,114
FNDC4,327
FNDC5,153
FNDC7,296
FNDC8,216
FNDC9,169
FNIP1,291
FNIP2,92
FNTA,147
FOCAD,138
FOLH1,223
FOLR1,196
FOLR2,243
FOLR3,443
FOS,285
FOSB,236
FOSL1,59
FOSL2,240
FOXA1,32
FOXA2,162
FOXA3,136
FOXB1,235
FOXB2,777
FOXC1,153
FOXC2,242
FOXD1,214
FOXD2,22
FOXD3,232
FOXD4,185
FOXD4L1,228
FOXE1,205
FOXE3,126
FOXF1,139
FOXF2,273
FOXG1,158
FOXH1,198
FOXI1,568
FOXI2,376
FOXI3,251
FOXJ1,397
FOXJ2,163
FOXJ3,222
FOXK1,343
FOXK2,185
FOXL1,71
FOXL2,312
FOXL2NB,331
FOXM1,203
FOXN1,175
FOXN2,302
FOXN3,162
FOXN4,35
FOXO1,351
FOXO3,510
FOXO4,236
FOXO6,140
FOXP1,1096
FOXP2,413
FOXP3,283
FOXP4,147
FOXQ1,164
FOXR1,345
FOXR2,88
FOXRED1,362
FOXRED2,165
FOXS1,171
FPGS,254
FPGT,359
FPR1,164
FPR2,286
FPR3,202
FRA10AC1,5
FRAS1,152
FRAT1,481
FRAT2,41
FREM1,310
FREM2,215
FREM3,157
FREY1,384
FRG1,282
FRG2,1008
FRG2B,295
FRG2C,432
FRK,269
FRMD1,151
FRMD3,94
FRMD4A,596
FRMD4B,326
FRMD5,334
FRMD6,291
FRMD7,150
FRMD8,591
FRMPD1,121
FRMPD2,105
FRMPD3,116
FRMPD4,693
FRRS1,157
FRRS1L,36
FRS2,210
FRS3,285
FRY,177
FRYL,92
FRZB,171
FSBP,279
FSCB,324
FSCN1,597
FSCN2,200
FSCN3,128
FSD1,61
FSD1L,83
FSD2,207
FSHB,243
FSHR,62
FSIP1,193
FSIP2,518
FST,289
FSTL1,102
FSTL3,221
FSTL4,391
FSTL5,567
FTCD,664
FTH1,405
FTHL17,201
FTL,78
FTMT,351
FTO,192
FTSJ1,507
FTSJ3,52
FUBP1,211
FUBP3,293
FUCA1,263
FUCA2,219
FUNDC1,561
FUNDC2,241
FUOM,188
FURIN,216
FUS,780
FUT1,222
FUT10,344
FUT11,117
FUT2,241
FUT3,300
FUT4,129
FUT6,322
FUT7,92
FUT8,252
FUT9,216
FUZ,264
FXN,251
FXR1,494
FXR2,32
FXYD1,312
FXYD2,372
FXYD3,324
FXYD4,112
FXYD5,76
FXYD6,142
FXYD7,485
FYB1,445
FYB2,15
FYCO1,145
FYN,95
FYTTD1,27
FZD1,405
FZD10,210
FZD2,334
FZD3,148
FZD4,286
FZD5,262
FZD6,576
FZD7,280
FZD8,151
FZD9,200
FZR1,344
G0S2,236
G2E3,423
G3BP1,115
G3BP2,185
G6PC1,104
G6PC2,226
G6PC3,176
G6PD,135
GAA,155
GAB1,25
GAB2,71
GAB3,91
GAB4,370
GABARAP,133
GABARAPL1,203
GABARAPL2,56
GABBR1,346
GABBR2,722
GABPB1,184
GABPB2,94
GABRA1,297
GABRA2,398
GABRA3,387
GABRA4,171
GABRA5,89
GABRA6,180
GABRB1,184
GABRB2,204
GABRB3,182
GABRD,84
GABRE,77
GABRG1,72
GABRG2,56
GABRG3,281
GABRP,107
GABRQ,196
GABRR1,219
GABRR2,485
GABRR3,304
GAD1,177
GAD2,108
GADD45A,533
GADD45B,67
GADD45G,143
GADD45GIP1,359
GADL1,117
GAGE10,249
GAGE12B,501
GAK,79
GAL,497
GAL3ST1,83
GAL3ST2,173
GAL3ST3,247
GAL3ST4,431
GALC,191
GALE,112
GALK1,101
GALK2,555
GALM,294
GALNS,145
GALNT1,142
GALNT10,112
GALNT11,8
GALNT12,251
GALNT13,387
GALNT14,233
GALNT15,341
GALNT16,158
GALNT17,364
GALNT18,158
GALNT2,187
GALNT3,147
GALNT4,77
GALNT5,209
GALNT6,185
GALNT7,161
GALNT8,271
GALNT9,244
GALNTL5,595
GALNTL6,139
GALR1,109
GALR2,276
GALR3,197
GALT,666
GAMT,272
GAN,215
GANAB,156
GANC,398
GAP43,375
GAPDH,565
GAPDHS,290
GAPT,170
GAPVD1,193
GAR1,75
GAREM1,421
GAREM2,413
GARIN1A,303
GARIN1B,608
GARIN2,847
GARIN3,372
GARIN4,217
GARIN5A,187
GARIN5B,390
GARIN6,599
GARNL3,266
GARRE1,160
GARS1,304
GART,130
GAS1,432
GAS2,511
GAS2L1,140
GAS2L2,119
GAS2L3,188
GAS6,23
GAS7,155
GAS8,310
GAS8-AS1,162
GASK1A,113
GASK1B,595
GAST,163
GATA1,149
GATA2,79
GATA3,85
GATA4,629
GATA5,159
GATA6,213
GATAD1,246
GATAD2A,587
GATAD2B,302
GATB,226
GATC,379
GATD1,114
GATD3,72
GATM,621
GBA1,181
GBA2,132
GBA3,273
GBE1,108
GBF1,103
GBGT1,103
GBP1,230
GBP2,323
GBP3,229
GBP4,301
GBP5,232
GBP6,436
GBP7,52
GBX1,184
GBX2,425
GC,251
GCA,93
GCAT,6
GCC1,142
GCC2,302
GCDH,447
GCFC2,45
GCG,499
GCGR,115
GCH1,323
GCHFR,89
GCK,40
GCKR,248
GCLC,231
GCLM,479
GCM1,478
GCM2,98
GCN1,333
GCNA,150
GCNT1,232
GCNT2,526
GCNT3,454
GCNT4,424
GCNT7,680
GCSAM,453
GCSAML,202
GCSH,166
GDA,137
GDAP1,280
GDAP1L1,593
GDAP2,224
GDE1,151
GDF10,306
GDF11,45
GDF15,72
GDF2,131
GDF3,203
GDF5,578
GDF6,263
GDF7,466
GDF9,206
GDI1,203
GDI2,685
GDNF,306
GDNF-AS1,590
GDPD1,311
GDPD2,289
GDPD3,480
GDPD4,164
GDPD5,116
GDPGP1,162
GEM,657
GEMIN2,299
GEMIN4,160
GEMIN5,45
GEMIN6,493
GEMIN7,309
GEMIN8,175
GEN1,415
GET1,82
GET3,241
GET4,160
GFAP,166
GFER,66
GFI1,620
GFI1B,379
GFM1,588
GFM2,143
GFOD1,210
GFOD2,245
GFPT1,187
GFPT2,339
GFRA1,286
GFRA2,335
GFRA3,226
GFRA4,67
GFRAL,269
GFUS,59
GGA1,300
GGA2,134
GGA3,206
GGACT,123
GGCT,309
GGCX,225
GGH,287
GGN,189
GGNBP2,448
GGPS1,169
GGT1,143
GGT5,101
GGT6,400
GGT7,225
GH2,380
GHDC,206
GHITM,79
GHR,301
GHRH,265
GHRHR,995
GHRL,354
GHSR,97
GID4,294
GID8,240
GIGYF1,517
GIGYF2,104
GIMAP1,182
GIMAP2,120
GIMAP4,119
GIMAP5,153
GIMAP6,325
GIMAP7,294
GIMAP8,357
GIMD1,77
GIN1,173
GINM1,151
GINS1,27
GINS2,253
GINS3,225
GINS4,171
GIP,405
GIPC1,169
GIPC2,66
GIPC3,171
GIPR,427
GIT1,99
GIT2,29
GJA1,57
GJA10,226
GJA3,323
GJA4,121
GJA5,568
GJA8,294
GJA9,194
GJB1,240
GJB2,106
GJB3,374
GJB4,273
GJB5,317
GJB6,483
GJB7,485
GJC1,219
GJC2,121
GJC3,655
GJD2,358
GJD3,495
GJD4,332
GJE1,358
GK,176
GK2,148
GK5,190
GKAP1,60
GKN1,264
GKN2,29
GLA,279
GLB1,308
GLB1L,251
GLB1L2,34
GLB1L3,241
GLCCI1,231
GLCE,307
GLDC,330
GLDN,99
GLE1,90
GLG1,121
GLI1,183
GLI2,533
GLI3,591
GLI4,324
GLIPR1,365
GLIPR1L1,60
GLIPR1L2,225
GLIPR2,107
GLIS1,298
GLIS2,348
GLIS3,119
GLMN,150
GLMP,935
GLO1,130
GLOD4,286
GLOD5,80
GLP1R,382
GLP2R,312
GLRA1,139
GLRA2,253
GLRA3,233
GLRB,127
GLRX,136
GLRX2,213
GLRX3,210
GLRX5,338
GLS,482
GLS2,174
GLT1D1,135
GLT6D1,205
GLT8D1,117
GLT8D2,136
GLTP,183
GLTPD2,347
GLUD1,338
GLUD2,34
GLUL,316
GLYAT,528
GLYATL1,545
GLYATL2,424
GLYATL3,272
GLYCTK,276
GLYR1,19
GM2A,99
GMCL1,231
GMDS,100
GMEB1,24
GMEB2,231
GMFB,146
GMFG,278
GMIP,197
GML,777
GMNC,95
GMNN,38
GMPPA,265
GMPPB,189
GMPR,308
GMPR2,207
GMPS,311
GNA11,21
GNA12,335
GNA13,32
GNA14,481
GNA15,239
GNAI1,232
GNAI2,74
GNAI3,387
GNAL,266
GNAO1,40
GNAQ,228
GNAS,347
GNAT1,433
GNAT2,272
GNAT3,219
GNAZ,388
GNB1,203
GNB1L,654
GNB2,289
GNB3,212
GNB4,278
GNB5,92
GNE,319
GNG10,355
GNG11,201
GNG12,44
GNG13,291
GNG2,187
GNG3,198
GNG4,568
GNG5,171
GNG7,239
GNG8,89
GNGT1,56
GNGT2,440
GNL1,261
GNL2,24
GNL3,181
GNL3L,86
GNLY,195
GNMT,231
GNPAT,123
GNPDA1,398
GNPDA2,82
GNPNAT1,163
GNPTAB,256
GNPTG,114
GNRH1,161
GNRH2,96
GNRHR,235
GNS,18
GOLGA1,196
GOLGA2,230
GOLGA3,98
GOLGA4,138
GOLGA5,284
GOLGA6L1,255
GOLGA6L2,223
GOLGA7,84
GOLGA7B,107
GOLGA8A,374
GOLGA8B,282
GOLGB1,247
GOLIM4,373
GOLM1,134
GOLM2,619
GOLPH3,97
GOLPH3L,190
GOLT1A,350
GOLT1B,23
GON4L,355
GON7,184
GOPC,133
GORAB,159
GORASP1,164
GORASP2,226
GOSR1,439
GOSR2,132
GOT1,129
GOT1L1,380
GOT2,79
GP1BA,129
GP1BB,301
GP2,789
GP5,452
GP6,129
GP9,54
GPA33,289
GPAA1,75
GPALPP1,52
GPAM,86
GPANK1,254
GPAT2,390
GPAT3,265
GPAT4,404
GPATCH1,97
GPATCH11,325
GPATCH2,377
GPATCH2L,73
GPATCH3,357
GPATCH4,508
GPATCH8,342
GPBAR1,68
GPBP1,347
GPBP1L1,128
GPC1,94
GPC2,116
GPC3,32
GPC4,376
GPC5,183
GPC6,222
GPCPD1,104
GPD1,55
GPD1L,264
GPD2,199
GPER1,42
GPHA2,248
GPHB5,273
GPHN,338
GPI,179
GPIHBP1,170
GPKOW,135
GPLD1,105
GPM6A,534
GPM6B,358
GPN1,72
GPN2,524
GPN3,39
GPNMB,421
GPR101,161
GPR107,104
GPR108,589
GPR119,249
GPR12,461
GPR132,283
GPR135,121
GPR137,501
GPR137B,356
GPR137C,197
GPR139,158
GPR141,123
GPR142,369
GPR143,169
GPR146,400
GPR148,220
GPR149,126
GPR15,251
GPR150,291
GPR151,253
GPR152,19
GPR153,562
GPR155,169
GPR156,439
GPR157,105
GPR158,58
GPR15LG,32
GPR160,340
GPR161,77
GPR162,131
GPR17,111
GPR171,310
GPR173,147
GPR174,120
GPR176,156
GPR179,62
GPR18,347
GPR180,524
GPR182,278
GPR183,107
GPR19,409
GPR20,301
GPR21,439
GPR22,81
GPR25,232
GPR26,101
GPR27,82
GPR3,382
GPR31,335
GPR32,226
GPR33,468
GPR34,377
GPR35,336
GPR37,281
GPR37L1,181
GPR39,143
GPR45,12
GPR50,259
GPR52,657
GPR55,135
GPR6,290
GPR61,136
GPR62,90
GPR63,92
GPR65,226
GPR68,201
GPR78,319
GPR82,518
GPR83,101
GPR84,307
GPR85,373
GPR87,211
GPR88,402
GPR89A,119
GPR89B,341
GPRASP1,439
GPRASP2,229
GPRASP3,194
GPRC5A,488
GPRC5B,105
GPRC5C,143
GPRC5D,184
GPRC6A,261
GPRIN1,114
GPRIN2,107
