target_gene,H1,K562,RPE1,HepG2,Jurkat,A549,MCF7,HT29,HAP1,BxPC3,A172,T98G,U87MG,HCT116,HEK293T,KOLF2.1J,CD4T
RBM10,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
RBM11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RBM12,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
RBM12B,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RBM14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
RBM14-RBM4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
RBM15,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
RBM15B,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RBM17,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
RBM18,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RBM19,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
RBM20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
RBM22,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
RBM23,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RBM24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
RBM25,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
RBM26,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RBM27,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RBM28,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
RBM3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RBM33,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
RBM34,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RBM38,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RBM39,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
RBM4,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
RBM41,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RBM42,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
RBM43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RBM44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
RBM45,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RBM46,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
RBM47,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RBM48,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
RBM4B,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RBM5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RBM6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RBM7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RBM8A,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
RBMS1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RBMS2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RBMS3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
RBMX,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
RBMX2,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
RBMXL1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1
RBMXL2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
RBMXL3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
RBMY1A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RBP1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
RBP2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RBP3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
RBP4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
RBP5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RBP7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
RBPJ,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RBPJL,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RBPMS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RBPMS2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
RBSN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RBX1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1
RC3H1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RC3H2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RCAN1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
RCAN2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
RCAN3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
RCBTB1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RCBTB2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RCC1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
RCC1L,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RCC2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RCCD1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
RCE1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RCHY1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RCL1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
RCN1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RCN2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RCN3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RCOR1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
RCOR2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
RCOR3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RCSD1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
RCVRN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
RD3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
RD3L,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
RDH10,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RDH11,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RDH12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
RDH13,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
RDH14,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RDH16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
RDH5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RDH8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
RDM1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RDX,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
REC114,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
REC8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RECK,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
RECQL,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RECQL4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RECQL5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
REEP1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
REEP2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
REEP3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
REEP4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
REEP5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
REEP6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
REG1A,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
REG1B,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
REG3A,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
REG3G,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
REG4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
REL,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RELA,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1
RELB,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1
RELCH,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RELL1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
RELL2,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
RELN,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
RELT,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
REM1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
REM2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
REN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
RENBP,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
REP15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
REPIN1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1
REPS1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
REPS2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
RER1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RERE,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RERG,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
RERGL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
RESF1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RESP18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
REST,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RET,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
RETN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
RETNLB,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
RETREG1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
RETREG2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RETREG3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RETSAT,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
REV1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
REV3L,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
REX1BD,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
REXO1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
REXO2,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
REXO4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
REXO5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
RFC1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
RFC2,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
RFC3,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
RFC4,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
RFC5,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
RFESD,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
RFFL,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1
RFK,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RFLNA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
RFLNB,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RFNG,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RFPL1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
RFPL2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
RFPL3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
RFPL4A,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
RFPL4AL1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
RFPL4B,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
RFT1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
RFTN1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
RFTN2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
RFWD3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RFX1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RFX2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RFX3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RFX4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RFX5,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1
RFX6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RFX7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RFX8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RFXANK,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RFXAP,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RGCC,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
RGL1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
RGL2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RGL3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
RGL4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RGMA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
RGMB,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RGN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
RGP1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
RGPD1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
RGPD2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
RGPD3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
RGPD4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
RGPD5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RGPD6,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
RGPD8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
RGR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
RGS1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
RGS10,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
RGS11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
RGS12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RGS13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
RGS14,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RGS16,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RGS17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
RGS18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
RGS19,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RGS2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RGS20,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
RGS21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
RGS22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
RGS3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
RGS4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
RGS5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RGS6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
RGS7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
RGS7BP,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
RGS8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
RGS9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
RGS9BP,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
RGSL1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
RHAG,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
RHBDD1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
RHBDD2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RHBDD3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RHBDF1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
RHBDF2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RHBDL1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RHBDL2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
RHBDL3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
RHBG,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
RHCE,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
RHCG,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
RHD,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
RHEB,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RHEBL1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RHEX,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
RHNO1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
RHO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
RHOA,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1
RHOB,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RHOBTB1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
RHOBTB2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RHOBTB3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
RHOC,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RHOD,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
RHOF,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
RHOG,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RHOH,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RHOJ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
RHOQ,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
RHOT1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RHOT2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RHOU,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RHOV,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
RHOXF1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RHOXF2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RHOXF2B,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
RHPN1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
RHPN2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
RIBC2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
RIC1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RIC3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RIC8A,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RIC8B,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RICTOR,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RIDA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RIF1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RIGI,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RIIAD1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
RILP,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RILPL1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
RILPL2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RIMBP2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
RIMBP3B,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
RIMBP3C,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
RIMKLA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RIMKLB,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RIMOC1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RIMS1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
RIMS2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
RIMS3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RIMS4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
RIN1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RIN2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
RIN3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
RING1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RINL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RINT1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
RIOK1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1
RIOK2,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1
RIOK3,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
RIOX1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RIOX2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RIPK1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
RIPK2,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
RIPK3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1
RIPK4,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
RIPOR1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RIPOR2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RIPOR3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
RIPPLY1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
RIPPLY2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
RIPPLY3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
RIT1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RIT2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
RITA1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RLBP1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
RLF,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RLIG1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RLIM,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RLN1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
RLN2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RLN3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
RMC1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RMDN1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RMDN2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
RMDN3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RMI1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
RMI2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RMND1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RMND5A,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RMND5B,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RNASE1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RNASE10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
RNASE11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
RNASE12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
RNASE13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
RNASE2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
RNASE3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
RNASE4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RNASE6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RNASE7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
RNASE8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
RNASE9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
RNASEH1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RNASEH2A,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RNASEH2B,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
RNASEH2C,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
RNASEK,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
RNASEL,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
RNASET2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RND1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RND2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
RND3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RNF10,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RNF103,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
RNF11,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
RNF111,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
RNF112,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
RNF113A,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
RNF113B,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
RNF114,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1
RNF115,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
